version,N,procs,threads,generate_us,distribute_us,compute_us,gather_us,seconds,checksum,verify,run,command
openmp,1000,1,1,,,,,0.415482,2441566030372,checksum-only,2,"./matrix_omp 1000 1"
openmp,1000,1,1,,,,,0.410154,2441566030372,checksum-only,3,"./matrix_omp 1000 1"
openmp,1000,1,2,,,,,0.201985,2441566030372,checksum-only,1,"./matrix_omp 1000 2"
openmp,1000,1,2,,,,,0.206708,2441566030372,checksum-only,2,"./matrix_omp 1000 2"
openmp,1000,1,2,,,,,0.202728,2441566030372,checksum-only,3,"./matrix_omp 1000 2"
openmp,1000,1,4,,,,,0.108471,2441566030372,checksum-only,1,"./matrix_omp 1000 4"
openmp,1000,1,4,,,,,0.101086,2441566030372,checksum-only,2,"./matrix_omp 1000 4"
openmp,1000,1,4,,,,,0.124602,2441566030372,checksum-only,3,"./matrix_omp 1000 4"
openmp,1000,1,8,,,,,0.069509,2441566030372,checksum-only,1,"./matrix_omp 1000 8"
openmp,1000,1,8,,,,,0.071418,2441566030372,checksum-only,2,"./matrix_omp 1000 8"
openmp,1000,1,8,,,,,0.064102,2441566030372,checksum-only,3,"./matrix_omp 1000 8"
openmp,1000,1,16,,,,,0.057239,2441566030372,checksum-only,1,"./matrix_omp 1000 16"
openmp,1000,1,16,,,,,0.055810,2441566030372,checksum-only,2,"./matrix_omp 1000 16"
openmp,1000,1,16,,,,,0.058004,2441566030372,checksum-only,3,"./matrix_omp 1000 16"
openmp,1000,1,32,,,,,0.060700,2441566030372,checksum-only,1,"./matrix_omp 1000 32"
openmp,1000,1,32,,,,,0.061220,2441566030372,checksum-only,2,"./matrix_omp 1000 32"
openmp,1000,1,32,,,,,0.062633,2441566030372,checksum-only,3,"./matrix_omp 1000 32"
mpi,1000,1,1,22773,1946,415322,401,0.417670,2441566030372,ok,1,"mpirun -np 1 ./matrix_mpi 1000"
mpi,1000,1,1,24333,1888,406888,376,0.409154,2441566030372,ok,2,"mpirun -np 1 ./matrix_mpi 1000"
mpi,1000,1,1,22703,1182,413410,450,0.415042,2441566030372,ok,3,"mpirun -np 1 ./matrix_mpi 1000"
mpi,1000,2,1,22548,2580,211305,695,0.214582,2441566030372,ok,1,"mpirun -np 2 ./matrix_mpi 1000"
mpi,1000,2,1,23621,2562,217200,1138,0.220901,2441566030372,ok,2,"mpirun -np 2 ./matrix_mpi 1000"
mpi,1000,2,1,24553,3407,218601,918,0.222927,2441566030372,ok,3,"mpirun -np 2 ./matrix_mpi 1000"
mpi,1000,4,1,22907,4449,118774,797,0.124021,2441566030372,ok,1,"mpirun -np 4 ./matrix_mpi 1000"
mpi,1000,4,1,26011,4470,146751,1047,0.152270,2441566030372,ok,2,"mpirun -np 4 ./matrix_mpi 1000"
mpi,1000,4,1,27403,3643,104574,751,0.108970,2441566030372,ok,3,"mpirun -np 4 ./matrix_mpi 1000"
mpi,1000,8,1,28851,8043,87471,690,0.096206,2441566030372,ok,1,"mpirun -np 8 ./matrix_mpi 1000"
mpi,1000,8,1,23685,4721,59947,702,0.065372,2441566030372,ok,2,"mpirun -np 8 ./matrix_mpi 1000"
mpi,1000,8,1,23726,4820,70877,685,0.076383,2441566030372,ok,3,"mpirun -np 8 ./matrix_mpi 1000"
mpi,1000,16,1,24482,8711,81842,903,0.091458,2441566030372,ok,1,"mpirun -np 16 ./matrix_mpi 1000"
mpi,1000,16,1,34324,10638,85328,1638,0.097605,2441566030372,ok,2,"mpirun -np 16 ./matrix_mpi 1000"
mpi,1000,16,1,28422,7987,66679,1465,0.076133,2441566030372,ok,3,"mpirun -np 16 ./matrix_mpi 1000"
mpi+omp,1000,1,1,24272,1629,407092,386,0.409108,2441566030372,ok,1,"mpirun -np 1 ./matrix_mpi_omp 1000 1"
mpi+omp,1000,1,1,23498,1748,406057,459,0.408266,2441566030372,ok,2,"mpirun -np 1 ./matrix_mpi_omp 1000 1"
mpi+omp,1000,1,1,22741,1114,412210,376,0.413702,2441566030372,ok,3,"mpirun -np 1 ./matrix_mpi_omp 1000 1"
mpi+omp,1000,1,2,25725,1828,217423,421,0.219674,2441566030372,ok,1,"mpirun -np 1 ./matrix_mpi_omp 1000 2"
mpi+omp,1000,1,2,25910,1853,221486,384,0.223724,2441566030372,ok,2,"mpirun -np 1 ./matrix_mpi_omp 1000 2"
mpi+omp,1000,1,2,22916,1360,204776,412,0.206550,2441566030372,ok,3,"mpirun -np 1 ./matrix_mpi_omp 1000 2"
mpi+omp,1000,1,4,23286,1114,107079,431,0.108626,2441566030372,ok,1,"mpirun -np 1 ./matrix_mpi_omp 1000 4"
mpi+omp,1000,1,4,22742,1282,102901,403,0.104588,2441566030372,ok,2,"mpirun -np 1 ./matrix_mpi_omp 1000 4"
mpi+omp,1000,1,4,23842,1230,106992,448,0.108672,2441566030372,ok,3,"mpirun -np 1 ./matrix_mpi_omp 1000 4"
mpi+omp,1000,1,8,23789,1425,55470,499,0.057395,2441566030372,ok,1,"mpirun -np 1 ./matrix_mpi_omp 1000 8"
mpi+omp,1000,1,8,23548,1301,64143,1094,0.066540,2441566030372,ok,2,"mpirun -np 1 ./matrix_mpi_omp 1000 8"
mpi+omp,1000,1,8,23692,1231,58877,441,0.060551,2441566030372,ok,3,"mpirun -np 1 ./matrix_mpi_omp 1000 8"
mpi+omp,1000,2,1,23008,2254,210272,838,0.213365,2441566030372,ok,1,"mpirun -np 2 ./matrix_mpi_omp 1000 1"
mpi+omp,1000,2,1,23669,2662,218611,797,0.222071,2441566030372,ok,2,"mpirun -np 2 ./matrix_mpi_omp 1000 1"
mpi+omp,1000,2,1,27010,3849,216847,875,0.221573,2441566030372,ok,3,"mpirun -np 2 ./matrix_mpi_omp 1000 1"
mpi+omp,1000,2,2,23427,2881,110076,766,0.113725,2441566030372,ok,1,"mpirun -np 2 ./matrix_mpi_omp 1000 2"
mpi+omp,1000,2,2,23702,4334,109711,1009,0.115055,2441566030372,ok,2,"mpirun -np 2 ./matrix_mpi_omp 1000 2"
mpi+omp,1000,2,2,25451,3343,117450,848,0.121642,2441566030372,ok,3,"mpirun -np 2 ./matrix_mpi_omp 1000 2"
mpi+omp,1000,2,4,22929,2269,56522,692,0.059484,2441566030372,ok,1,"mpirun -np 2 ./matrix_mpi_omp 1000 4"
mpi+omp,1000,2,4,24813,2649,77794,822,0.081266,2441566030372,ok,2,"mpirun -np 2 ./matrix_mpi_omp 1000 4"
mpi+omp,1000,2,4,23310,2367,59285,793,0.062447,2441566030372,ok,3,"mpirun -np 2 ./matrix_mpi_omp 1000 4"
mpi+omp,1000,2,8,23183,2332,57721,854,0.060908,2441566030372,ok,1,"mpirun -np 2 ./matrix_mpi_omp 1000 8"
mpi+omp,1000,2,8,23035,2381,56362,729,0.059474,2441566030372,ok,2,"mpirun -np 2 ./matrix_mpi_omp 1000 8"
mpi+omp,1000,2,8,23261,2361,62847,824,0.066033,2441566030372,ok,3,"mpirun -np 2 ./matrix_mpi_omp 1000 8"
mpi+omp,1000,4,1,29846,2761,154690,719,0.158171,2441566030372,ok,1,"mpirun -np 4 ./matrix_mpi_omp 1000 1"
mpi+omp,1000,4,1,23024,2411,118002,709,0.121124,2441566030372,ok,2,"mpirun -np 4 ./matrix_mpi_omp 1000 1"
mpi+omp,1000,4,1,22701,3335,104911,954,0.109201,2441566030372,ok,3,"mpirun -np 4 ./matrix_mpi_omp 1000 1"
mpi+omp,1000,4,2,22885,2449,87054,944,0.090448,2441566030372,ok,1,"mpirun -np 4 ./matrix_mpi_omp 1000 2"
mpi+omp,1000,4,2,25300,2613,68550,910,0.072075,2441566030372,ok,2,"mpirun -np 4 ./matrix_mpi_omp 1000 2"
mpi+omp,1000,4,2,24007,2796,73183,702,0.076683,2441566030372,ok,3,"mpirun -np 4 ./matrix_mpi_omp 1000 2"
mpi+omp,1000,4,4,22797,2495,62425,1295,0.066216,2441566030372,ok,1,"mpirun -np 4 ./matrix_mpi_omp 1000 4"
mpi+omp,1000,4,4,24590,2468,61732,1177,0.065378,2441566030372,ok,2,"mpirun -np 4 ./matrix_mpi_omp 1000 4"
mpi+omp,1000,4,4,23526,2517,57791,1224,0.061533,2441566030372,ok,3,"mpirun -np 4 ./matrix_mpi_omp 1000 4"
mpi+omp,1000,4,8,22561,2642,61678,1135,0.065457,2441566030372,ok,1,"mpirun -np 4 ./matrix_mpi_omp 1000 8"
mpi+omp,1000,4,8,22894,2498,59401,1094,0.062994,2441566030372,ok,2,"mpirun -np 4 ./matrix_mpi_omp 1000 8"
mpi+omp,1000,4,8,25373,2544,58262,723,0.061530,2441566030372,ok,3,"mpirun -np 4 ./matrix_mpi_omp 1000 8"
mpi+omp,1000,8,1,22762,5510,74267,666,0.080445,2441566030372,ok,1,"mpirun -np 8 ./matrix_mpi_omp 1000 1"
mpi+omp,1000,8,1,27125,7311,88219,1143,0.096674,2441566030372,ok,2,"mpirun -np 8 ./matrix_mpi_omp 1000 1"
mpi+omp,1000,8,1,24156,5226,70674,733,0.076635,2441566030372,ok,3,"mpirun -np 8 ./matrix_mpi_omp 1000 1"
mpi+omp,1000,8,2,22303,3991,61899,733,0.066624,2441566030372,ok,1,"mpirun -np 8 ./matrix_mpi_omp 1000 2"
mpi+omp,1000,8,2,23427,3712,68938,706,0.073357,2441566030372,ok,2,"mpirun -np 8 ./matrix_mpi_omp 1000 2"
mpi+omp,1000,8,2,23759,4584,68305,701,0.073591,2441566030372,ok,3,"mpirun -np 8 ./matrix_mpi_omp 1000 2"
mpi+omp,1000,8,4,25101,4122,64747,918,0.069789,2441566030372,ok,1,"mpirun -np 8 ./matrix_mpi_omp 1000 4"
mpi+omp,1000,8,4,23100,3640,63469,1355,0.068466,2441566030372,ok,2,"mpirun -np 8 ./matrix_mpi_omp 1000 4"
mpi+omp,1000,8,4,22945,3950,55861,846,0.060659,2441566030372,ok,3,"mpirun -np 8 ./matrix_mpi_omp 1000 4"
mpi+omp,1000,8,8,23005,4780,66294,5335,0.076410,2441566030372,ok,1,"mpirun -np 8 ./matrix_mpi_omp 1000 8"
mpi+omp,1000,8,8,28494,4398,76812,1006,0.082218,2441566030372,ok,2,"mpirun -np 8 ./matrix_mpi_omp 1000 8"
mpi+omp,1000,8,8,24124,3948,71162,714,0.075826,2441566030372,ok,3,"mpirun -np 8 ./matrix_mpi_omp 1000 8"
mpi+omp,1000,16,1,34969,8865,73885,1221,0.083973,2441566030372,ok,1,"mpirun -np 16 ./matrix_mpi_omp 1000 1"
mpi+omp,1000,16,1,35788,11565,76202,784,0.088554,2441566030372,ok,2,"mpirun -np 16 ./matrix_mpi_omp 1000 1"
mpi+omp,1000,16,1,25124,7040,73192,1621,0.081855,2441566030372,ok,3,"mpirun -np 16 ./matrix_mpi_omp 1000 1"
mpi+omp,1000,16,2,23382,7284,67850,1437,0.076573,2441566030372,ok,1,"mpirun -np 16 ./matrix_mpi_omp 1000 2"
mpi+omp,1000,16,2,23206,6858,73273,1463,0.081595,2441566030372,ok,2,"mpirun -np 16 ./matrix_mpi_omp 1000 2"
mpi+omp,1000,16,2,29670,6785,68910,815,0.076512,2441566030372,ok,3,"mpirun -np 16 ./matrix_mpi_omp 1000 2"
mpi+omp,1000,16,4,28229,5964,80575,1499,0.088039,2441566030372,ok,1,"mpirun -np 16 ./matrix_mpi_omp 1000 4"
mpi+omp,1000,16,4,25538,8284,80755,1043,0.090084,2441566030372,ok,2,"mpirun -np 16 ./matrix_mpi_omp 1000 4"
mpi+omp,1000,16,4,26406,6183,81184,798,0.088167,2441566030372,ok,3,"mpirun -np 16 ./matrix_mpi_omp 1000 4"
mpi+omp,1000,16,8,24346,6373,117373,783,0.124531,2441566030372,ok,1,"mpirun -np 16 ./matrix_mpi_omp 1000 8"
mpi+omp,1000,16,8,28948,6631,111704,825,0.119162,2441566030372,ok,2,"mpirun -np 16 ./matrix_mpi_omp 1000 8"
mpi+omp,1000,16,8,27051,7043,118884,949,0.126877,2441566030372,ok,3,"mpirun -np 16 ./matrix_mpi_omp 1000 8"
mpi+ocl,1000,1,32,25504,1630,176342,493,0.178466,2441566030372,ok,1,"mpirun -np 1 ./matrix_mpi_ocl 1000"
mpi+ocl,1000,1,32,23319,1338,46286,379,0.048005,2441566030372,ok,2,"mpirun -np 1 ./matrix_mpi_ocl 1000"
mpi+ocl,1000,1,32,23299,1184,50868,406,0.052460,2441566030372,ok,3,"mpirun -np 1 ./matrix_mpi_ocl 1000"
mpi+ocl,1000,2,32,25625,3140,45040,879,0.049059,2441566030372,ok,1,"mpirun -np 2 ./matrix_mpi_ocl 1000"
mpi+ocl,1000,2,32,24649,3235,45069,846,0.049152,2441566030372,ok,2,"mpirun -np 2 ./matrix_mpi_ocl 1000"
mpi+ocl,1000,2,32,22514,2271,44273,874,0.047419,2441566030372,ok,3,"mpirun -np 2 ./matrix_mpi_ocl 1000"
mpi+ocl,1000,4,32,25307,3875,44629,689,0.049194,2441566030372,ok,1,"mpirun -np 4 ./matrix_mpi_ocl 1000"
mpi+ocl,1000,4,32,22915,2368,45609,950,0.048929,2441566030372,ok,2,"mpirun -np 4 ./matrix_mpi_ocl 1000"
mpi+ocl,1000,4,32,23366,2874,46577,712,0.050164,2441566030372,ok,3,"mpirun -np 4 ./matrix_mpi_ocl 1000"
mpi+ocl,1000,8,32,23514,4837,152811,670,0.158319,2441566030372,ok,1,"mpirun -np 8 ./matrix_mpi_ocl 1000"
mpi+ocl,1000,8,32,27235,7033,53902,1231,0.062167,2441566030372,ok,2,"mpirun -np 8 ./matrix_mpi_ocl 1000"
mpi+ocl,1000,8,32,23935,5156,48257,699,0.054113,2441566030372,ok,3,"mpirun -np 8 ./matrix_mpi_ocl 1000"
mpi+ocl,1000,16,32,26552,8208,52377,1063,0.061649,2441566030372,ok,1,"mpirun -np 16 ./matrix_mpi_ocl 1000"
mpi+ocl,1000,16,32,30981,6780,50710,896,0.058387,2441566030372,ok,2,"mpirun -np 16 ./matrix_mpi_ocl 1000"
mpi+ocl,1000,16,32,23886,9923,47572,1017,0.058513,2441566030372,ok,3,"mpirun -np 16 ./matrix_mpi_ocl 1000"
sequential,2000,1,1,,,,,15.102690,19590784644703,checksum-only,1,"./matrix_seq 2000"
sequential,2000,1,1,,,,,13.519898,19590784644703,checksum-only,2,"./matrix_seq 2000"
sequential,2000,1,1,,,,,17.125623,19590784644703,checksum-only,3,"./matrix_seq 2000"
openmp,2000,1,1,,,,,15.134381,19590784644703,checksum-only,1,"./matrix_omp 2000 1"
openmp,2000,1,1,,,,,18.181835,19590784644703,checksum-only,2,"./matrix_omp 2000 1"
openmp,2000,1,1,,,,,15.290124,19590784644703,checksum-only,3,"./matrix_omp 2000 1"
openmp,2000,1,2,,,,,8.184151,19590784644703,checksum-only,1,"./matrix_omp 2000 2"
openmp,2000,1,2,,,,,8.225073,19590784644703,checksum-only,2,"./matrix_omp 2000 2"
openmp,2000,1,2,,,,,7.768979,19590784644703,checksum-only,3,"./matrix_omp 2000 2"
openmp,2000,1,4,,,,,3.758464,19590784644703,checksum-only,1,"./matrix_omp 2000 4"
openmp,2000,1,4,,,,,3.728186,19590784644703,checksum-only,2,"./matrix_omp 2000 4"
openmp,2000,1,4,,,,,4.196198,19590784644703,checksum-only,3,"./matrix_omp 2000 4"
openmp,2000,1,8,,,,,1.872520,19590784644703,checksum-only,1,"./matrix_omp 2000 8"
openmp,2000,1,8,,,,,2.160670,19590784644703,checksum-only,2,"./matrix_omp 2000 8"
openmp,2000,1,8,,,,,1.836308,19590784644703,checksum-only,3,"./matrix_omp 2000 8"
openmp,2000,1,16,,,,,1.246444,19590784644703,checksum-only,1,"./matrix_omp 2000 16"
openmp,2000,1,16,,,,,1.242693,19590784644703,checksum-only,2,"./matrix_omp 2000 16"
openmp,2000,1,16,,,,,1.332524,19590784644703,checksum-only,3,"./matrix_omp 2000 16"
openmp,2000,1,32,,,,,0.970650,19590784644703,checksum-only,1,"./matrix_omp 2000 32"
openmp,2000,1,32,,,,,0.983199,19590784644703,checksum-only,2,"./matrix_omp 2000 32"
openmp,2000,1,32,,,,,1.009061,19590784644703,checksum-only,3,"./matrix_omp 2000 32"
mpi,2000,1,1,95463,7367,13811819,1561,13.820748,19590784644703,checksum-only,1,"mpirun -np 1 ./matrix_mpi 2000"
mpi,2000,1,1,92820,4869,15762577,1432,15.768879,19590784644703,checksum-only,2,"mpirun -np 1 ./matrix_mpi 2000"
mpi,2000,1,1,93124,5218,15325243,1489,15.331951,19590784644703,checksum-only,3,"mpirun -np 1 ./matrix_mpi 2000"
mpi,2000,2,1,104969,8844,8293893,2686,8.305424,19590784644703,checksum-only,1,"mpirun -np 2 ./matrix_mpi 2000"
mpi,2000,2,1,93987,8748,8286330,2443,8.297523,19590784644703,checksum-only,2,"mpirun -np 2 ./matrix_mpi 2000"
mpi,2000,2,1,94281,8776,8081190,2453,8.092421,19590784644703,checksum-only,3,"mpirun -np 2 ./matrix_mpi 2000"
mpi,2000,4,1,94427,9679,4167091,2258,4.179030,19590784644703,checksum-only,1,"mpirun -np 4 ./matrix_mpi 2000"
mpi,2000,4,1,96778,12063,3411398,2343,3.425806,19590784644703,checksum-only,2,"mpirun -np 4 ./matrix_mpi 2000"
mpi,2000,4,1,99469,11543,3406234,2073,3.419852,19590784644703,checksum-only,3,"mpirun -np 4 ./matrix_mpi 2000"
mpi,2000,8,1,106007,13384,2296309,2977,2.312670,19590784644703,checksum-only,1,"mpirun -np 8 ./matrix_mpi 2000"
mpi,2000,8,1,105487,12788,2234075,2312,2.249177,19590784644703,checksum-only,2,"mpirun -np 8 ./matrix_mpi 2000"
mpi,2000,8,1,93855,15296,2190922,2338,2.208557,19590784644703,checksum-only,3,"mpirun -np 8 ./matrix_mpi 2000"
mpi,2000,16,1,106571,21654,1347439,5332,1.374427,19590784644703,checksum-only,1,"mpirun -np 16 ./matrix_mpi 2000"
mpi,2000,16,1,107420,20106,1422683,5045,1.447836,19590784644703,checksum-only,2,"mpirun -np 16 ./matrix_mpi 2000"
mpi,2000,16,1,122666,19548,1371902,2614,1.394066,19590784644703,checksum-only,3,"mpirun -np 16 ./matrix_mpi 2000"
mpi+omp,2000,1,1,93560,4764,15044764,1454,15.050984,19590784644703,checksum-only,1,"mpirun -np 1 ./matrix_mpi_omp 2000 1"
mpi+omp,2000,1,1,93977,5412,16149675,1458,16.156546,19590784644703,checksum-only,2,"mpirun -np 1 ./matrix_mpi_omp 2000 1"
mpi+omp,2000,1,1,93240,5068,15908823,1435,15.915326,19590784644703,checksum-only,3,"mpirun -np 1 ./matrix_mpi_omp 2000 1"
mpi+omp,2000,1,2,93265,5335,7802673,1467,7.809477,19590784644703,checksum-only,1,"mpirun -np 1 ./matrix_mpi_omp 2000 2"
mpi+omp,2000,1,2,94106,5284,8052340,1682,8.059307,19590784644703,checksum-only,2,"mpirun -np 1 ./matrix_mpi_omp 2000 2"
mpi+omp,2000,1,2,94191,5107,9170839,1491,9.177439,19590784644703,checksum-only,3,"mpirun -np 1 ./matrix_mpi_omp 2000 2"
mpi+omp,2000,1,4,95278,5569,3877851,1442,3.884864,19590784644703,checksum-only,1,"mpirun -np 1 ./matrix_mpi_omp 2000 4"
mpi+omp,2000,1,4,93623,5074,4055325,1404,4.061804,19590784644703,checksum-only,2,"mpirun -np 1 ./matrix_mpi_omp 2000 4"
mpi+omp,2000,1,4,93835,5121,3931052,1423,3.937598,19590784644703,checksum-only,3,"mpirun -np 1 ./matrix_mpi_omp 2000 4"
mpi+omp,2000,1,8,93994,4913,1859098,1697,1.865710,19590784644703,checksum-only,1,"mpirun -np 1 ./matrix_mpi_omp 2000 8"
mpi+omp,2000,1,8,93755,4844,2112404,1398,2.118647,19590784644703,checksum-only,2,"mpirun -np 1 ./matrix_mpi_omp 2000 8"
mpi+omp,2000,1,8,95290,5003,1978652,1411,1.985067,19590784644703,checksum-only,3,"mpirun -np 1 ./matrix_mpi_omp 2000 8"
mpi+omp,2000,2,1,93489,8719,8954372,2521,8.965614,19590784644703,checksum-only,1,"mpirun -np 2 ./matrix_mpi_omp 2000 1"
mpi+omp,2000,2,1,91495,8246,8066907,2310,8.077464,19590784644703,checksum-only,2,"mpirun -np 2 ./matrix_mpi_omp 2000 1"
mpi+omp,2000,2,1,92968,8894,8853889,2602,8.865388,19590784644703,checksum-only,3,"mpirun -np 2 ./matrix_mpi_omp 2000 1"
mpi+omp,2000,2,2,93807,8761,4509491,2513,4.520767,19590784644703,checksum-only,1,"mpirun -np 2 ./matrix_mpi_omp 2000 2"
mpi+omp,2000,2,2,93423,8868,4525179,2443,4.536492,19590784644703,checksum-only,2,"mpirun -np 2 ./matrix_mpi_omp 2000 2"
mpi+omp,2000,2,2,94911,9276,4135473,2850,4.147601,19590784644703,checksum-only,3,"mpirun -np 2 ./matrix_mpi_omp 2000 2"
mpi+omp,2000,2,4,93731,8827,2155023,2626,2.166478,19590784644703,checksum-only,1,"mpirun -np 2 ./matrix_mpi_omp 2000 4"
mpi+omp,2000,2,4,94423,9182,1962855,2554,1.974593,19590784644703,checksum-only,2,"mpirun -np 2 ./matrix_mpi_omp 2000 4"
mpi+omp,2000,2,4,92095,8333,2016239,2865,2.027439,19590784644703,checksum-only,3,"mpirun -np 2 ./matrix_mpi_omp 2000 4"
mpi+omp,2000,2,8,94744,8896,1318584,3121,1.330603,19590784644703,checksum-only,1,"mpirun -np 2 ./matrix_mpi_omp 2000 8"
mpi+omp,2000,2,8,94168,8890,1295930,2383,1.307205,19590784644703,checksum-only,2,"mpirun -np 2 ./matrix_mpi_omp 2000 8"
mpi+omp,2000,2,8,93372,8559,1237568,3918,1.250047,19590784644703,checksum-only,3,"mpirun -np 2 ./matrix_mpi_omp 2000 8"
mpi+omp,2000,4,1,92553,9504,4504111,2352,4.515970,19590784644703,checksum-only,1,"mpirun -np 4 ./matrix_mpi_omp 2000 1"
mpi+omp,2000,4,1,93716,10267,4329337,2530,4.342135,19590784644703,checksum-only,2,"mpirun -np 4 ./matrix_mpi_omp 2000 1"
mpi+omp,2000,4,1,93707,9224,4586676,2255,4.598156,19590784644703,checksum-only,3,"mpirun -np 4 ./matrix_mpi_omp 2000 1"
mpi+omp,2000,4,2,96486,10212,2394295,2293,2.406802,19590784644703,checksum-only,1,"mpirun -np 4 ./matrix_mpi_omp 2000 2"
mpi+omp,2000,4,2,92042,9519,2208902,2360,2.220782,19590784644703,checksum-only,2,"mpirun -np 4 ./matrix_mpi_omp 2000 2"
mpi+omp,2000,4,2,93661,9937,2022650,2247,2.034836,19590784644703,checksum-only,3,"mpirun -np 4 ./matrix_mpi_omp 2000 2"
mpi+omp,2000,4,4,93937,12026,1146094,3495,1.161617,19590784644703,checksum-only,1,"mpirun -np 4 ./matrix_mpi_omp 2000 4"
mpi+omp,2000,4,4,104811,14832,1067964,4241,1.087038,19590784644703,checksum-only,2,"mpirun -np 4 ./matrix_mpi_omp 2000 4"
mpi+omp,2000,4,4,104209,12501,1206204,3390,1.222096,19590784644703,checksum-only,3,"mpirun -np 4 ./matrix_mpi_omp 2000 4"
mpi+omp,2000,4,8,93135,9721,1067339,2317,1.079379,19590784644703,checksum-only,1,"mpirun -np 4 ./matrix_mpi_omp 2000 8"
mpi+omp,2000,4,8,92977,10003,1118609,4061,1.132674,19590784644703,checksum-only,2,"mpirun -np 4 ./matrix_mpi_omp 2000 8"
mpi+omp,2000,4,8,97524,10058,1030786,2356,1.043201,19590784644703,checksum-only,3,"mpirun -np 4 ./matrix_mpi_omp 2000 8"
mpi+omp,2000,8,1,102273,17714,2023385,2546,2.043646,19590784644703,checksum-only,1,"mpirun -np 8 ./matrix_mpi_omp 2000 1"
mpi+omp,2000,8,1,96264,16214,1873073,2764,1.892053,19590784644703,checksum-only,2,"mpirun -np 8 ./matrix_mpi_omp 2000 1"
mpi+omp,2000,8,1,93767,14586,2304863,3769,2.323220,19590784644703,checksum-only,3,"mpirun -np 8 ./matrix_mpi_omp 2000 1"
mpi+omp,2000,8,2,102855,18488,1348976,2496,1.369961,19590784644703,checksum-only,1,"mpirun -np 8 ./matrix_mpi_omp 2000 2"
mpi+omp,2000,8,2,95195,16490,1200643,3742,1.220877,19590784644703,checksum-only,2,"mpirun -np 8 ./matrix_mpi_omp 2000 2"
mpi+omp,2000,8,2,101873,16635,1344213,3728,1.364577,19590784644703,checksum-only,3,"mpirun -np 8 ./matrix_mpi_omp 2000 2"
mpi+omp,2000,8,4,108536,17483,960674,2529,0.980687,19590784644703,checksum-only,1,"mpirun -np 8 ./matrix_mpi_omp 2000 4"
mpi+omp,2000,8,4,102765,19208,929598,4800,0.953608,19590784644703,checksum-only,2,"mpirun -np 8 ./matrix_mpi_omp 2000 4"
mpi+omp,2000,8,4,98847,17232,964552,3348,0.985133,19590784644703,checksum-only,3,"mpirun -np 8 ./matrix_mpi_omp 2000 4"
mpi+omp,2000,8,8,110332,13414,1047699,3053,1.064168,19590784644703,checksum-only,1,"mpirun -np 8 ./matrix_mpi_omp 2000 8"
mpi+omp,2000,8,8,100913,13309,980685,4870,0.998865,19590784644703,checksum-only,2,"mpirun -np 8 ./matrix_mpi_omp 2000 8"
mpi+omp,2000,8,8,94657,15792,851342,2338,0.869474,19590784644703,checksum-only,3,"mpirun -np 8 ./matrix_mpi_omp 2000 8"
mpi+omp,2000,16,1,126098,28593,1198546,3510,1.230651,19590784644703,checksum-only,1,"mpirun -np 16 ./matrix_mpi_omp 2000 1"
mpi+omp,2000,16,1,122260,20798,1327449,3602,1.351850,19590784644703,checksum-only,2,"mpirun -np 16 ./matrix_mpi_omp 2000 1"
mpi+omp,2000,16,1,118268,26538,1258681,4866,1.290086,19590784644703,checksum-only,3,"mpirun -np 16 ./matrix_mpi_omp 2000 1"
mpi+omp,2000,16,2,119298,29744,939690,5228,0.974663,19590784644703,checksum-only,1,"mpirun -np 16 ./matrix_mpi_omp 2000 2"
mpi+omp,2000,16,2,93980,22258,1121801,3636,1.147696,19590784644703,checksum-only,2,"mpirun -np 16 ./matrix_mpi_omp 2000 2"
mpi+omp,2000,16,2,108621,29794,913091,3043,0.945930,19590784644703,checksum-only,3,"mpirun -np 16 ./matrix_mpi_omp 2000 2"
mpi+omp,2000,16,4,118293,30732,955462,3030,0.989225,19590784644703,checksum-only,1,"mpirun -np 16 ./matrix_mpi_omp 2000 4"
mpi+omp,2000,16,4,110662,22550,1011190,4394,1.038136,19590784644703,checksum-only,2,"mpirun -np 16 ./matrix_mpi_omp 2000 4"
mpi+omp,2000,16,4,103855,21537,974233,6187,1.001959,19590784644703,checksum-only,3,"mpirun -np 16 ./matrix_mpi_omp 2000 4"
mpi+omp,2000,16,8,124831,32778,850589,5031,0.888399,19590784644703,checksum-only,1,"mpirun -np 16 ./matrix_mpi_omp 2000 8"
mpi+omp,2000,16,8,103755,30277,855795,2715,0.888789,19590784644703,checksum-only,2,"mpirun -np 16 ./matrix_mpi_omp 2000 8"
mpi+omp,2000,16,8,107985,21602,1022513,3477,1.047594,19590784644703,checksum-only,3,"mpirun -np 16 ./matrix_mpi_omp 2000 8"
mpi+ocl,2000,1,32,93507,4574,953383,1320,0.959278,19590784644703,checksum-only,1,"mpirun -np 1 ./matrix_mpi_ocl 2000"
mpi+ocl,2000,1,32,91374,4780,758979,1391,0.765151,19590784644703,checksum-only,2,"mpirun -np 1 ./matrix_mpi_ocl 2000"
mpi+ocl,2000,1,32,93145,12716,884474,1786,0.898977,19590784644703,checksum-only,3,"mpirun -np 1 ./matrix_mpi_ocl 2000"
mpi+ocl,2000,2,32,92926,11814,712044,2600,0.726459,19590784644703,checksum-only,1,"mpirun -np 2 ./matrix_mpi_ocl 2000"
mpi+ocl,2000,2,32,92546,8764,753244,3351,0.765361,19590784644703,checksum-only,2,"mpirun -np 2 ./matrix_mpi_ocl 2000"
