experiment,workload,rows,impl,procs,reducers,partition,combiner,keys,shuffle_entries,remote_entries,entry_imbalance,time_imbalance,map_ms,plan_ms,shuffle_ms,reduce_ms,gather_ms,total_ms,checksum,run,command
skew,skew_rollout,19817364,mr,4,4,weighted,on,1651447,1652347,900,1.0010,1.0382,102.987,1.038,6.274,8.864,0.397,119.561,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_rollout.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,8,8,weighted,on,1651447,1654734,4199,1.0017,1.0749,72.189,0.966,4.102,4.627,0.359,82.242,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_rollout.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,8,8,weighted,on,1651447,1654734,4199,1.0017,1.1272,65.483,1.215,4.931,5.304,0.364,77.297,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_rollout.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,8,8,weighted,on,1651447,1654734,4199,1.0017,1.2174,70.254,0.865,5.425,5.620,0.419,82.583,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_rollout.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,16,16,weighted,on,1651447,1660518,11413,1.0102,1.0966,57.895,1.340,5.104,3.241,0.593,68.173,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_rollout.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,16,16,weighted,on,1651447,1660518,11413,1.0102,1.0839,64.680,1.372,4.283,3.097,0.468,73.899,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_rollout.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,16,16,weighted,on,1651447,1660518,11413,1.0102,1.2626,59.515,1.521,4.981,3.580,0.597,70.193,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_rollout.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,1,1,light,on,1651447,1651447,0,1.0000,1.0000,339.290,0.030,22.377,33.284,0.322,395.303,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_rollout.csv --partition light --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,1,1,light,on,1651447,1651447,0,1.0000,1.0000,349.398,0.030,22.368,32.800,0.310,404.906,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_rollout.csv --partition light --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,1,1,light,on,1651447,1651447,0,1.0000,1.0000,330.150,0.030,23.373,33.219,0.354,387.127,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_rollout.csv --partition light --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,2,2,light,on,1651447,1651809,825909,1.0002,1.0041,182.357,0.122,9.114,17.372,1.742,210.707,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_rollout.csv --partition light --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,2,2,light,on,1651447,1651809,825909,1.0002,1.0272,181.962,0.124,9.164,18.150,2.161,211.560,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_rollout.csv --partition light --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,2,2,light,on,1651447,1651809,825909,1.0002,1.0142,192.148,0.109,9.046,17.528,1.719,220.550,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_rollout.csv --partition light --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,4,4,light,on,1651447,1652347,1237812,1.0013,1.0922,109.346,0.145,6.616,11.018,2.469,129.594,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_rollout.csv --partition light --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,4,4,light,on,1651447,1652347,1237812,1.0013,1.0161,100.029,0.152,6.748,10.033,2.478,119.439,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_rollout.csv --partition light --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,4,4,light,on,1651447,1652347,1237812,1.0013,1.0203,104.366,0.160,5.948,9.768,2.909,123.152,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_rollout.csv --partition light --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,8,8,light,on,1651447,1654734,1447928,1.0035,1.1015,69.972,0.294,8.020,6.523,5.063,89.873,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_rollout.csv --partition light --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,8,8,light,on,1651447,1654734,1447928,1.0035,1.2331,78.152,0.375,7.998,6.910,5.281,98.717,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_rollout.csv --partition light --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,8,8,light,on,1651447,1654734,1447928,1.0035,1.2201,64.177,0.162,5.879,7.041,5.551,82.811,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_rollout.csv --partition light --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,16,16,light,on,1651447,1660518,1557123,1.0038,1.1423,58.866,0.871,6.767,4.131,14.444,85.079,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_rollout.csv --partition light --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,16,16,light,on,1651447,1660518,1557123,1.0038,1.1399,63.268,0.533,6.946,4.125,16.032,90.904,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_rollout.csv --partition light --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,16,16,light,on,1651447,1660518,1557123,1.0038,1.2104,61.738,0.391,6.833,4.188,12.940,86.090,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_rollout.csv --partition light --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,1,1,hybrid,on,1651447,1651447,0,1.0000,1.0000,341.184,2.763,21.570,33.027,0.336,398.880,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_rollout.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,1,1,hybrid,on,1651447,1651447,0,1.0000,1.0000,332.143,2.613,20.370,32.009,0.284,387.419,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_rollout.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,1,1,hybrid,on,1651447,1651447,0,1.0000,1.0000,334.067,2.770,22.383,33.421,0.310,392.951,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_rollout.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,2,2,hybrid,on,1651447,1651809,362,1.0003,1.0167,201.815,1.509,9.037,16.893,0.330,229.584,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_rollout.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,2,2,hybrid,on,1651447,1651809,362,1.0003,1.0084,201.296,1.632,9.792,16.135,0.341,229.195,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_rollout.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,2,2,hybrid,on,1651447,1651809,362,1.0003,1.0074,198.299,1.493,9.241,17.582,0.340,226.956,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_rollout.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,4,4,hybrid,on,1651447,1652347,900,1.0010,1.0453,111.155,1.332,7.181,8.741,0.349,128.758,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_rollout.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,4,4,hybrid,on,1651447,1652347,900,1.0010,1.0116,110.232,1.217,6.789,8.206,0.399,126.843,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_rollout.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,4,4,hybrid,on,1651447,1652347,900,1.0010,1.0233,108.205,1.230,6.109,8.746,0.336,124.626,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_rollout.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,8,8,hybrid,on,1651447,1654734,4199,1.0017,1.1277,63.908,0.805,4.655,5.033,0.356,74.757,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_rollout.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,8,8,hybrid,on,1651447,1654734,4199,1.0017,1.1708,64.209,0.857,4.048,5.178,0.433,74.726,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_rollout.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,8,8,hybrid,on,1651447,1654734,4199,1.0017,1.2226,66.363,1.104,4.882,5.460,0.326,78.135,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_rollout.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,16,16,hybrid,on,1651447,1660518,11413,1.0102,1.2083,58.010,1.278,4.172,3.314,0.480,67.253,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_rollout.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,16,16,hybrid,on,1651447,1660518,11413,1.0102,1.1931,56.120,1.441,4.967,3.281,0.503,66.312,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_rollout.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,16,16,hybrid,on,1651447,1660518,11413,1.0102,1.1626,63.168,1.285,4.725,3.204,0.476,72.859,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_rollout.csv --partition hybrid --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,1,1,block,on,2201599,2201599,0,1.0000,1.0000,460.142,0.037,27.833,43.416,0.324,531.751,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_incident.csv --partition block --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,1,1,block,on,2201599,2201599,0,1.0000,1.0000,466.253,0.037,25.551,42.101,0.298,534.240,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_incident.csv --partition block --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,1,1,block,on,2201599,2201599,0,1.0000,1.0000,477.541,0.053,33.319,47.391,0.354,558.658,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_incident.csv --partition block --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,2,2,block,on,2201599,2201944,598145,1.5567,1.5835,261.839,0.109,18.989,37.067,0.345,318.350,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_incident.csv --partition block --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,2,2,block,on,2201599,2201944,598145,1.5567,1.5802,255.159,0.109,18.279,36.775,0.344,310.665,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_incident.csv --partition block --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,2,2,block,on,2201599,2201944,598145,1.5567,1.5660,255.098,0.113,18.480,36.561,0.343,310.594,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_incident.csv --partition block --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,4,4,block,on,2201599,2749054,1581718,2.3194,2.0262,154.127,0.136,18.657,23.142,0.316,196.378,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_incident.csv --partition block --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,4,4,block,on,2201599,2749054,1581718,2.3194,2.0245,144.306,0.172,19.490,23.488,0.319,187.776,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_incident.csv --partition block --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,4,4,block,on,2201599,2749054,1581718,2.3194,1.9932,140.590,0.161,22.771,23.072,0.338,186.933,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_incident.csv --partition block --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,8,8,block,on,2201599,3301646,2411135,4.5400,3.4788,107.747,0.315,18.808,26.530,0.493,153.894,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_incident.csv --partition block --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,8,8,block,on,2201599,3301646,2411135,4.5400,3.3816,111.394,0.245,15.726,24.844,0.362,152.570,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_incident.csv --partition block --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,8,8,block,on,2201599,3301646,2411135,4.5400,3.5263,99.211,0.247,18.394,25.684,0.368,143.905,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_incident.csv --partition block --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,16,16,block,on,2201599,4404067,3879008,10.3720,8.6751,86.011,0.728,28.780,47.208,0.478,163.205,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_incident.csv --partition block --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,16,16,block,on,2201599,4404067,3879008,10.3720,8.0632,87.705,0.607,28.656,41.770,0.528,159.266,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_incident.csv --partition block --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,16,16,block,on,2201599,4404067,3879008,10.3720,7.1764,86.236,0.474,27.892,34.102,0.476,149.179,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_incident.csv --partition block --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,1,1,hash,on,2201599,2201599,0,1.0000,1.0000,465.990,0.031,26.830,42.424,0.285,535.560,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_incident.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,1,1,hash,on,2201599,2201599,0,1.0000,1.0000,466.655,0.027,27.582,46.320,0.294,540.877,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_incident.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,1,1,hash,on,2201599,2201599,0,1.0000,1.0000,478.422,0.027,25.957,43.102,0.309,547.817,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_incident.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,2,2,hash,on,2201599,2201944,829145,1.2538,1.2777,259.018,0.176,18.074,29.042,0.582,306.893,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_incident.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,2,2,hash,on,2201599,2201944,829145,1.2538,1.2722,248.609,0.180,17.952,29.625,0.556,296.922,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_incident.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,2,2,hash,on,2201599,2201944,829145,1.2538,1.2507,247.937,0.109,17.961,28.955,0.533,295.495,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_incident.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,4,4,hash,on,2201599,2749054,1781377,2.1988,1.8084,142.403,0.120,16.986,22.987,0.536,183.032,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_incident.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,4,4,hash,on,2201599,2749054,1781377,2.1988,1.8145,152.773,0.134,18.284,26.494,0.532,198.216,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_incident.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,4,4,hash,on,2201599,2749054,1781377,2.1988,2.2645,158.464,0.227,17.483,37.481,0.522,214.177,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_incident.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,8,8,hash,on,2201599,3301646,3119493,4.4911,3.1084,103.607,0.211,18.940,23.112,0.571,146.441,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_incident.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,8,8,hash,on,2201599,3301646,3119493,4.4911,3.0246,99.240,0.217,17.605,22.926,0.553,140.541,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_incident.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,8,8,hash,on,2201599,3301646,3119493,4.4911,3.1697,105.613,0.209,16.943,22.696,0.559,146.021,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_incident.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,16,16,hash,on,2201599,4404067,4295025,10.3794,7.4326,94.041,0.749,28.075,38.835,0.622,162.322,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_incident.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,16,16,hash,on,2201599,4404067,4295025,10.3794,6.9405,84.931,0.478,28.495,36.356,0.865,151.125,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_incident.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,16,16,hash,on,2201599,4404067,4295025,10.3794,6.6752,87.732,0.641,34.731,34.393,0.846,158.342,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_incident.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,1,1,weighted,on,2201599,2201599,0,1.0000,1.0000,450.196,3.167,24.883,42.804,0.286,521.336,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_incident.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,1,1,weighted,on,2201599,2201599,0,1.0000,1.0000,455.723,3.170,25.039,42.562,0.306,526.800,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_incident.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,1,1,weighted,on,2201599,2201599,0,1.0000,1.0000,457.775,3.182,24.878,43.504,0.294,529.633,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_incident.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,2,2,weighted,on,2201599,2201944,14812,1.0000,1.0161,252.323,1.955,16.384,22.069,0.329,293.060,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_incident.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,2,2,weighted,on,2201599,2201944,14812,1.0000,1.0189,252.312,2.009,16.468,22.080,0.359,293.228,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_incident.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,2,2,weighted,on,2201599,2201944,14812,1.0000,1.0070,254.221,1.841,15.176,21.513,0.326,293.077,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_incident.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,4,4,weighted,on,2201599,2749054,723328,1.5957,1.2271,138.866,1.854,14.121,14.299,0.391,169.531,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_incident.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,4,4,weighted,on,2201599,2749054,723328,1.5957,1.2217,149.903,1.899,15.314,15.205,0.328,182.649,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_incident.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,4,4,weighted,on,2201599,2749054,723328,1.5957,1.1910,146.586,1.911,15.888,13.878,0.317,178.580,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_incident.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,8,8,weighted,on,2201599,3301646,1956931,3.9909,2.4155,105.570,1.694,16.008,16.809,0.466,140.546,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_incident.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,8,8,weighted,on,2201599,3301646,1956931,3.9909,2.8049,112.889,1.937,19.698,20.784,0.357,155.664,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_incident.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,8,8,weighted,on,2201599,3301646,1956931,3.9909,2.6315,94.500,1.538,16.298,17.315,0.449,130.098,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_incident.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,16,16,weighted,on,2201599,4404067,3565394,9.9769,7.4565,91.840,2.449,27.515,39.483,0.364,161.651,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_incident.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,16,16,weighted,on,2201599,4404067,3565394,9.9769,6.2579,85.926,2.173,24.771,28.870,0.493,142.233,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_incident.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,16,16,weighted,on,2201599,4404067,3565394,9.9769,7.2878,90.919,2.529,26.351,36.274,0.360,156.432,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_incident.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,1,1,light,on,2201599,2201599,0,1.0000,1.0000,464.899,0.028,25.743,42.024,0.327,533.021,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_incident.csv --partition light --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,1,1,light,on,2201599,2201599,0,1.0000,1.0000,455.149,0.029,28.248,44.490,0.287,528.203,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_incident.csv --partition light --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,1,1,light,on,2201599,2201599,0,1.0000,1.0000,456.069,0.030,26.528,42.732,0.279,525.638,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_incident.csv --partition light --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,2,2,light,on,2201599,2201944,1100398,1.0001,1.0311,259.541,0.110,15.072,24.770,1.667,301.161,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_incident.csv --partition light --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,2,2,light,on,2201599,2201944,1100398,1.0001,1.0128,254.881,0.098,17.519,25.715,1.747,299.960,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_incident.csv --partition light --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,2,2,light,on,2201599,2201944,1100398,1.0001,1.0409,257.638,0.161,16.529,25.803,1.834,301.964,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_incident.csv --partition light --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,4,4,light,on,2201599,2749054,2060662,1.0018,1.0703,164.764,0.140,13.330,15.790,3.531,197.554,9405471571446406469,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_incident.csv --partition light --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,4,4,light,on,2201599,2749054,2060662,1.0018,1.0506,143.212,0.146,13.606,14.618,2.526,174.108,9405471571446406469,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_incident.csv --partition light --print-hours 0 --verify --csv"
skew,skew_incident,26419188,mr,4,4,light,on,2201599,2749054,2060662,1.0018,1.0676,149.515,0.158,11.910,14.643,2.440,178.666,9405471571446406469,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_incident.csv --partition light --print-hours 0 --verify --csv"
