experiment,workload,rows,impl,procs,reducers,partition,combiner,keys,shuffle_entries,remote_entries,entry_imbalance,time_imbalance,map_ms,plan_ms,shuffle_ms,reduce_ms,gather_ms,total_ms,checksum,run,command
scaling,medium,20160000,mr,1,1,weighted,on,1680000,1680000,0,1.0000,1.0000,333.960,2.408,15.238,34.171,0.158,385.935,4461579235480396692,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in ../m2t3d/data/traffic_medium.csv --partition weighted --print-hours 0 --verify --csv"
scaling,medium,20160000,mr,2,2,weighted,on,1680000,1680023,23,1.0000,1.0047,179.070,1.432,8.860,16.131,0.182,205.674,4461579235480396692,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in ../m2t3d/data/traffic_medium.csv --partition weighted --print-hours 0 --verify --csv"
scaling,medium,20160000,mr,2,2,weighted,on,1680000,1680023,23,1.0000,1.1204,188.778,1.662,10.995,20.091,0.298,221.824,4461579235480396692,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in ../m2t3d/data/traffic_medium.csv --partition weighted --print-hours 0 --verify --csv"
scaling,medium,20160000,mr,2,2,weighted,on,1680000,1680023,23,1.0000,1.0355,180.254,1.423,9.630,17.392,0.196,208.896,4461579235480396692,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in ../m2t3d/data/traffic_medium.csv --partition weighted --print-hours 0 --verify --csv"
scaling,medium,20160000,mr,4,4,weighted,on,1680000,1681244,1244,1.0008,1.0188,109.192,1.138,5.065,8.443,0.176,124.013,4461579235480396692,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in ../m2t3d/data/traffic_medium.csv --partition weighted --print-hours 0 --verify --csv"
scaling,medium,20160000,mr,4,4,weighted,on,1680000,1681244,1244,1.0008,1.0146,111.639,1.194,4.878,8.566,0.321,126.598,4461579235480396692,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in ../m2t3d/data/traffic_medium.csv --partition weighted --print-hours 0 --verify --csv"
scaling,medium,20160000,mr,4,4,weighted,on,1680000,1681244,1244,1.0008,1.0302,104.835,0.968,5.231,8.507,0.171,119.713,4461579235480396692,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in ../m2t3d/data/traffic_medium.csv --partition weighted --print-hours 0 --verify --csv"
scaling,medium,20160000,mr,8,8,weighted,on,1680000,1683469,3469,1.0028,1.3639,76.234,0.804,4.072,5.995,0.215,87.318,4461579235480396692,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in ../m2t3d/data/traffic_medium.csv --partition weighted --print-hours 0 --verify --csv"
scaling,medium,20160000,mr,8,8,weighted,on,1680000,1683469,3469,1.0028,1.1386,70.557,0.813,4.466,5.163,0.285,81.283,4461579235480396692,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in ../m2t3d/data/traffic_medium.csv --partition weighted --print-hours 0 --verify --csv"
scaling,medium,20160000,mr,8,8,weighted,on,1680000,1683469,3469,1.0028,1.3590,67.322,0.945,4.140,5.836,0.196,78.439,4461579235480396692,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in ../m2t3d/data/traffic_medium.csv --partition weighted --print-hours 0 --verify --csv"
scaling,medium,20160000,mr,16,16,weighted,on,1680000,1687131,7131,1.0053,1.1711,62.001,1.222,4.172,3.039,0.350,70.783,4461579235480396692,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in ../m2t3d/data/traffic_medium.csv --partition weighted --print-hours 0 --verify --csv"
scaling,medium,20160000,mr,16,16,weighted,on,1680000,1687131,7131,1.0053,1.1994,64.062,1.136,3.972,3.106,0.333,72.609,4461579235480396692,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in ../m2t3d/data/traffic_medium.csv --partition weighted --print-hours 0 --verify --csv"
scaling,medium,20160000,mr,16,16,weighted,on,1680000,1687131,7131,1.0053,1.1392,60.289,1.101,4.274,3.099,0.234,68.997,4461579235480396692,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in ../m2t3d/data/traffic_medium.csv --partition weighted --print-hours 0 --verify --csv"
scaling,large,60480000,m2t3d-seq,1,0,none,,,,,,,,,,,,1103.25,9710425931372569117,1,"./traffic_sim seq --in ../m2t3d/data/traffic_large.csv --print-hours 0 --csv"
scaling,large,60480000,m2t3d-par,16,16,local,,,,,,,,,,,,182.053,9710425931372569117,1,"./traffic_sim par --in ../m2t3d/data/traffic_large.csv --producers 16 --consumers 16 --print-hours 0 --csv"
scaling,large,60480000,m2t3d-seq,1,0,none,,,,,,,,,,,,1117.23,9710425931372569117,2,"./traffic_sim seq --in ../m2t3d/data/traffic_large.csv --print-hours 0 --csv"
scaling,large,60480000,m2t3d-par,16,16,local,,,,,,,,,,,,183.74,9710425931372569117,2,"./traffic_sim par --in ../m2t3d/data/traffic_large.csv --producers 16 --consumers 16 --print-hours 0 --csv"
scaling,large,60480000,m2t3d-seq,1,0,none,,,,,,,,,,,,1114.02,9710425931372569117,3,"./traffic_sim seq --in ../m2t3d/data/traffic_large.csv --print-hours 0 --csv"
scaling,large,60480000,m2t3d-par,16,16,local,,,,,,,,,,,,181.59,9710425931372569117,3,"./traffic_sim par --in ../m2t3d/data/traffic_large.csv --producers 16 --consumers 16 --print-hours 0 --csv"
scaling,large,60480000,mr,1,1,weighted,on,5040000,5040000,0,1.0000,1.0000,975.255,7.711,57.786,97.487,0.290,1138.528,9710425931372569117,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in ../m2t3d/data/traffic_large.csv --partition weighted --print-hours 0 --verify --csv"
scaling,large,60480000,mr,1,1,weighted,on,5040000,5040000,0,1.0000,1.0000,976.154,7.592,61.916,96.760,0.320,1142.743,9710425931372569117,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in ../m2t3d/data/traffic_large.csv --partition weighted --print-hours 0 --verify --csv"
scaling,large,60480000,mr,1,1,weighted,on,5040000,5040000,0,1.0000,1.0000,963.127,7.579,58.722,97.682,0.296,1127.406,9710425931372569117,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in ../m2t3d/data/traffic_large.csv --partition weighted --print-hours 0 --verify --csv"
scaling,large,60480000,mr,2,2,weighted,on,5040000,5040015,15,1.0000,1.0041,516.534,4.080,34.143,48.586,0.315,603.659,9710425931372569117,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in ../m2t3d/data/traffic_large.csv --partition weighted --print-hours 0 --verify --csv"
scaling,large,60480000,mr,2,2,weighted,on,5040000,5040015,15,1.0000,1.0012,512.405,3.930,32.759,47.662,0.325,597.081,9710425931372569117,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in ../m2t3d/data/traffic_large.csv --partition weighted --print-hours 0 --verify --csv"
scaling,large,60480000,mr,2,2,weighted,on,5040000,5040015,15,1.0000,1.0174,519.503,4.054,39.225,51.627,0.308,614.718,9710425931372569117,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in ../m2t3d/data/traffic_large.csv --partition weighted --print-hours 0 --verify --csv"
scaling,large,60480000,mr,4,4,weighted,on,5040000,5040069,69,1.0000,1.0224,317.501,2.556,26.692,25.882,0.335,372.965,9710425931372569117,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in ../m2t3d/data/traffic_large.csv --partition weighted --print-hours 0 --verify --csv"
scaling,large,60480000,mr,4,4,weighted,on,5040000,5040069,69,1.0000,1.0800,308.936,2.669,22.031,28.754,0.343,362.732,9710425931372569117,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in ../m2t3d/data/traffic_large.csv --partition weighted --print-hours 0 --verify --csv"
scaling,large,60480000,mr,4,4,weighted,on,5040000,5040069,69,1.0000,1.0212,295.006,2.077,28.253,25.571,0.324,351.230,9710425931372569117,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in ../m2t3d/data/traffic_large.csv --partition weighted --print-hours 0 --verify --csv"
scaling,large,60480000,mr,8,8,weighted,on,5040000,5043934,3934,1.0008,1.0775,188.384,2.227,14.757,14.784,0.491,220.642,9710425931372569117,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in ../m2t3d/data/traffic_large.csv --partition weighted --print-hours 0 --verify --csv"
scaling,large,60480000,mr,8,8,weighted,on,5040000,5043934,3934,1.0008,1.1730,197.631,2.908,13.799,16.151,0.330,230.819,9710425931372569117,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in ../m2t3d/data/traffic_large.csv --partition weighted --print-hours 0 --verify --csv"
scaling,large,60480000,mr,8,8,weighted,on,5040000,5043934,3934,1.0008,1.0625,191.708,1.660,13.022,14.253,0.336,220.978,9710425931372569117,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in ../m2t3d/data/traffic_large.csv --partition weighted --print-hours 0 --verify --csv"
scaling,large,60480000,mr,16,16,weighted,on,5040000,5050825,10825,1.0027,1.1969,144.292,2.206,14.006,9.862,0.418,170.784,9710425931372569117,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in ../m2t3d/data/traffic_large.csv --partition weighted --print-hours 0 --verify --csv"
scaling,large,60480000,mr,16,16,weighted,on,5040000,5050825,10825,1.0027,1.1938,154.676,2.246,14.450,10.092,0.341,181.805,9710425931372569117,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in ../m2t3d/data/traffic_large.csv --partition weighted --print-hours 0 --verify --csv"
scaling,large,60480000,mr,16,16,weighted,on,5040000,5050825,10825,1.0027,1.1910,163.470,2.168,14.104,9.565,0.507,189.813,9710425931372569117,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in ../m2t3d/data/traffic_large.csv --partition weighted --print-hours 0 --verify --csv"
scaling,xlarge,120960000,m2t3d-seq,1,0,none,,,,,,,,,,,,2467.33,13424833470457945770,1,"./traffic_sim seq --in ../m2t3d/data/traffic_xlarge.csv --print-hours 0 --csv"
scaling,xlarge,120960000,m2t3d-par,16,16,local,,,,,,,,,,,,410.698,13424833470457945770,1,"./traffic_sim par --in ../m2t3d/data/traffic_xlarge.csv --producers 16 --consumers 16 --print-hours 0 --csv"
scaling,xlarge,120960000,m2t3d-seq,1,0,none,,,,,,,,,,,,2329.48,13424833470457945770,2,"./traffic_sim seq --in ../m2t3d/data/traffic_xlarge.csv --print-hours 0 --csv"
scaling,xlarge,120960000,m2t3d-par,16,16,local,,,,,,,,,,,,452.028,13424833470457945770,2,"./traffic_sim par --in ../m2t3d/data/traffic_xlarge.csv --producers 16 --consumers 16 --print-hours 0 --csv"
scaling,xlarge,120960000,m2t3d-seq,1,0,none,,,,,,,,,,,,2307.51,13424833470457945770,3,"./traffic_sim seq --in ../m2t3d/data/traffic_xlarge.csv --print-hours 0 --csv"
scaling,xlarge,120960000,m2t3d-par,16,16,local,,,,,,,,,,,,385.632,13424833470457945770,3,"./traffic_sim par --in ../m2t3d/data/traffic_xlarge.csv --producers 16 --consumers 16 --print-hours 0 --csv"
scaling,xlarge,120960000,mr,1,1,weighted,on,10080000,10080000,0,1.0000,1.0000,1967.697,13.993,112.768,192.762,0.493,2287.712,13424833470457945770,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in ../m2t3d/data/traffic_xlarge.csv --partition weighted --print-hours 0 --verify --csv"
scaling,xlarge,120960000,mr,1,1,weighted,on,10080000,10080000,0,1.0000,1.0000,1995.904,16.055,120.680,192.510,0.677,2325.826,13424833470457945770,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in ../m2t3d/data/traffic_xlarge.csv --partition weighted --print-hours 0 --verify --csv"
scaling,xlarge,120960000,mr,1,1,weighted,on,10080000,10080000,0,1.0000,1.0000,1979.708,15.389,125.538,200.288,0.692,2321.615,13424833470457945770,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in ../m2t3d/data/traffic_xlarge.csv --partition weighted --print-hours 0 --verify --csv"
scaling,xlarge,120960000,mr,2,2,weighted,on,10080000,10080078,78,1.0000,1.0097,1034.165,7.566,66.641,98.586,0.500,1207.459,13424833470457945770,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in ../m2t3d/data/traffic_xlarge.csv --partition weighted --print-hours 0 --verify --csv"
scaling,xlarge,120960000,mr,2,2,weighted,on,10080000,10080078,78,1.0000,1.0027,1027.145,8.002,67.442,98.050,0.457,1201.098,13424833470457945770,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in ../m2t3d/data/traffic_xlarge.csv --partition weighted --print-hours 0 --verify --csv"
scaling,xlarge,120960000,mr,2,2,weighted,on,10080000,10080078,78,1.0000,1.0238,1057.344,8.258,78.658,104.349,0.467,1249.076,13424833470457945770,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in ../m2t3d/data/traffic_xlarge.csv --partition weighted --print-hours 0 --verify --csv"
scaling,xlarge,120960000,mr,4,4,weighted,on,10080000,10082527,2527,1.0003,1.0144,585.606,5.012,40.805,50.174,0.461,682.057,13424833470457945770,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in ../m2t3d/data/traffic_xlarge.csv --partition weighted --print-hours 0 --verify --csv"
scaling,xlarge,120960000,mr,4,4,weighted,on,10080000,10082527,2527,1.0003,1.0153,577.318,4.082,40.171,50.677,0.464,672.713,13424833470457945770,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in ../m2t3d/data/traffic_xlarge.csv --partition weighted --print-hours 0 --verify --csv"
scaling,xlarge,120960000,mr,4,4,weighted,on,10080000,10082527,2527,1.0003,1.0089,587.752,4.563,39.361,48.754,0.458,680.889,13424833470457945770,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in ../m2t3d/data/traffic_xlarge.csv --partition weighted --print-hours 0 --verify --csv"
scaling,xlarge,120960000,mr,8,8,weighted,on,10080000,10087025,7025,1.0009,1.0386,349.009,4.507,33.907,28.118,0.694,416.236,13424833470457945770,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in ../m2t3d/data/traffic_xlarge.csv --partition weighted --print-hours 0 --verify --csv"
scaling,xlarge,120960000,mr,8,8,weighted,on,10080000,10087025,7025,1.0009,1.0754,334.003,3.270,28.622,28.603,0.454,394.951,13424833470457945770,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in ../m2t3d/data/traffic_xlarge.csv --partition weighted --print-hours 0 --verify --csv"
scaling,xlarge,120960000,mr,8,8,weighted,on,10080000,10087025,7025,1.0009,1.0316,359.740,4.672,34.972,26.569,0.526,426.480,13424833470457945770,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in ../m2t3d/data/traffic_xlarge.csv --partition weighted --print-hours 0 --verify --csv"
scaling,xlarge,120960000,mr,16,16,weighted,on,10080000,10094261,26261,1.0025,1.2121,277.268,3.662,27.401,19.272,0.563,328.165,13424833470457945770,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in ../m2t3d/data/traffic_xlarge.csv --partition weighted --print-hours 0 --verify --csv"
scaling,xlarge,120960000,mr,16,16,weighted,on,10080000,10094261,26261,1.0025,1.1804,302.761,3.685,27.838,19.477,0.538,354.299,13424833470457945770,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in ../m2t3d/data/traffic_xlarge.csv --partition weighted --print-hours 0 --verify --csv"
scaling,xlarge,120960000,mr,16,16,weighted,on,10080000,10094261,26261,1.0025,1.1516,307.600,8.521,32.215,19.651,0.721,368.707,13424833470457945770,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in ../m2t3d/data/traffic_xlarge.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,1,1,block,on,1651447,1651447,0,1.0000,1.0000,353.662,0.035,20.487,32.390,0.302,406.876,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_rollout.csv --partition block --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,1,1,block,on,1651447,1651447,0,1.0000,1.0000,336.371,0.036,22.702,32.891,0.311,392.311,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_rollout.csv --partition block --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,1,1,block,on,1651447,1651447,0,1.0000,1.0000,344.813,0.034,23.181,33.706,0.316,402.050,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_rollout.csv --partition block --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,2,2,block,on,1651447,1651809,337969,1.4091,1.4080,180.156,0.116,10.798,22.840,0.442,214.352,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_rollout.csv --partition block --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,2,2,block,on,1651447,1651809,337969,1.4091,1.4190,178.468,0.125,10.753,23.752,0.388,213.486,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_rollout.csv --partition block --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,2,2,block,on,1651447,1651809,337969,1.4091,1.4248,187.515,0.119,10.331,23.879,0.338,222.181,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_rollout.csv --partition block --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,4,4,block,on,1651447,1652347,844658,1.6126,1.5868,114.348,0.306,8.682,13.411,0.329,137.076,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_rollout.csv --partition block --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,4,4,block,on,1651447,1652347,844658,1.6126,1.6128,130.427,0.147,7.909,13.588,0.359,152.431,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_rollout.csv --partition block --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,4,4,block,on,1651447,1652347,844658,1.6126,1.5270,110.304,0.130,6.568,13.591,0.369,130.962,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_rollout.csv --partition block --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,8,8,block,on,1651447,1654734,1332457,1.7198,1.5177,77.810,0.325,7.044,7.515,0.449,93.143,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_rollout.csv --partition block --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,8,8,block,on,1651447,1654734,1332457,1.7198,1.7590,63.208,0.296,5.157,8.394,0.338,77.392,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_rollout.csv --partition block --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,8,8,block,on,1651447,1654734,1332457,1.7198,1.5512,64.633,0.226,4.244,7.327,0.342,76.773,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_rollout.csv --partition block --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,16,16,block,on,1651447,1660518,1511809,1.7951,2.0107,59.421,0.409,4.933,5.234,0.562,70.558,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_rollout.csv --partition block --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,16,16,block,on,1651447,1660518,1511809,1.7951,2.0329,60.694,0.666,5.280,5.413,0.516,72.568,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_rollout.csv --partition block --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,16,16,block,on,1651447,1660518,1511809,1.7951,1.7887,59.263,0.385,5.162,5.336,0.545,70.691,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_rollout.csv --partition block --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,1,1,hash,on,1651447,1651447,0,1.0000,1.0000,339.493,0.026,19.103,32.063,0.305,390.991,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_rollout.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,1,1,hash,on,1651447,1651447,0,1.0000,1.0000,354.304,0.026,24.731,32.471,0.288,411.821,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_rollout.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,1,1,hash,on,1651447,1651447,0,1.0000,1.0000,338.409,0.023,21.567,32.925,0.295,393.219,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_rollout.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,2,2,hash,on,1651447,1651809,809632,1.0049,1.0352,190.241,0.101,10.441,17.914,0.561,219.258,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_rollout.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,2,2,hash,on,1651447,1651809,809632,1.0049,1.0316,186.942,0.116,9.325,17.956,0.624,214.961,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_rollout.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,2,2,hash,on,1651447,1651809,809632,1.0049,1.0057,189.898,0.103,9.234,17.338,0.566,217.138,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_rollout.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,4,4,hash,on,1651447,1652347,1246616,1.0358,1.0972,109.999,0.129,5.557,10.119,0.537,126.341,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_rollout.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,4,4,hash,on,1651447,1652347,1246616,1.0358,1.0290,99.758,0.274,7.576,9.313,0.523,117.444,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_rollout.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,4,4,hash,on,1651447,1652347,1246616,1.0358,1.0829,101.246,0.163,6.635,11.087,0.521,119.651,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_rollout.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,8,8,hash,on,1651447,1654734,1446965,1.0684,1.3194,77.189,0.213,6.796,6.651,0.826,91.675,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_rollout.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,8,8,hash,on,1651447,1654734,1446965,1.0684,1.2183,68.563,0.262,5.097,5.979,0.568,80.469,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_rollout.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,8,8,hash,on,1651447,1654734,1446965,1.0684,1.2603,85.690,0.289,6.234,6.286,0.816,99.315,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 8 ./traffic_mr --in data/skew_rollout.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,16,16,hash,on,1651447,1660518,1556930,1.1014,1.2628,61.095,0.587,6.643,4.198,0.767,73.289,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_rollout.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,16,16,hash,on,1651447,1660518,1556930,1.1014,1.2511,60.342,0.453,6.088,3.754,0.856,71.493,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_rollout.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,16,16,hash,on,1651447,1660518,1556930,1.1014,1.2964,60.311,0.467,6.026,3.888,0.847,71.539,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 16 ./traffic_mr --in data/skew_rollout.csv --partition hash --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,1,1,weighted,on,1651447,1651447,0,1.0000,1.0000,334.528,2.364,19.060,32.468,0.317,388.738,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_rollout.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,1,1,weighted,on,1651447,1651447,0,1.0000,1.0000,356.247,2.333,19.505,32.364,0.306,410.754,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_rollout.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,1,1,weighted,on,1651447,1651447,0,1.0000,1.0000,342.431,2.247,18.033,31.337,0.317,394.366,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 1 ./traffic_mr --in data/skew_rollout.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,2,2,weighted,on,1651447,1651809,362,1.0003,1.0001,189.364,1.685,9.610,16.958,0.339,217.957,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_rollout.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,2,2,weighted,on,1651447,1651809,362,1.0003,1.0149,185.820,1.600,8.938,16.403,0.347,213.108,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_rollout.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,2,2,weighted,on,1651447,1651809,362,1.0003,1.0070,187.412,1.382,8.754,16.002,0.351,213.901,1082557218533833038,3,"/home/michael_pappas/anaconda3/bin/mpirun -np 2 ./traffic_mr --in data/skew_rollout.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,4,4,weighted,on,1651447,1652347,900,1.0010,1.0231,104.659,1.160,7.212,8.394,0.352,121.777,1082557218533833038,1,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_rollout.csv --partition weighted --print-hours 0 --verify --csv"
skew,skew_rollout,19817364,mr,4,4,weighted,on,1651447,1652347,900,1.0010,1.0493,100.688,0.996,6.842,9.324,0.391,118.241,1082557218533833038,2,"/home/michael_pappas/anaconda3/bin/mpirun -np 4 ./traffic_mr --in data/skew_rollout.csv --partition weighted --print-hours 0 --verify --csv"
