experiment,scenario,run,backend,threads,block,cost,rebalance,city,link_cells,ticks,spawned,exited,parked,active,wall_ms,ms_per_tick,real_time_ratio,phase_a_ms,phase_b_ms,sync_ms,imbalance,window_imbalance,migration,repartitions,compile_ms,write_ms,state,sensor,exit,max_rss_kb,command
scaling,M,3,static,32,64,-,0,128x128,32,1800,1661155,95151,1504989,61015,719.484,0.39971,2501.8,414.838,290.188,335.525,1.6602,1.3978,0.0000,0,0.000,0.050,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend static --threads 32"
scaling,M,4,static,32,64,-,0,128x128,32,1800,1661155,95151,1504989,61015,669.956,0.37220,2686.7,365.683,291.620,313.430,1.5609,1.3905,0.0000,0,0.000,0.060,6f3bc526f73ac844,12073136906654222322,0,46332,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend static --threads 32"
scaling,M,5,static,32,64,-,0,128x128,32,1800,1661155,95151,1504989,61015,839.052,0.46614,2145.3,500.258,325.913,417.144,1.8150,1.4004,0.0000,0,0.000,0.056,6f3bc526f73ac844,12073136906654222322,0,46368,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend static --threads 32"
scaling,M,1,balanced,1,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,5321.776,2.95654,338.2,2804.550,2516.978,17.631,1.0000,1.0000,0.0000,5,0.000,0.056,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 1"
scaling,M,2,balanced,1,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,5194.944,2.88608,346.5,2728.379,2466.306,17.372,1.0000,1.0000,0.0000,5,0.000,0.056,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 1"
scaling,M,3,balanced,1,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,5268.004,2.92667,341.7,2778.331,2489.449,17.245,1.0000,1.0000,0.0000,5,0.000,0.054,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 1"
scaling,M,4,balanced,1,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,5336.151,2.96453,337.3,2803.762,2532.143,17.573,1.0000,1.0000,0.0000,5,0.000,0.059,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 1"
scaling,M,5,balanced,1,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,5406.419,3.00357,332.9,2847.971,2558.245,18.058,1.0000,1.0000,0.0000,5,0.000,0.068,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 1"
scaling,M,1,balanced,2,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,2685.078,1.49171,670.4,1410.381,1273.876,10.038,1.0270,1.0064,0.0000,5,0.000,0.054,6f3bc526f73ac844,12073136906654222322,0,46352,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 2"
scaling,M,2,balanced,2,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,2676.316,1.48684,672.6,1407.004,1268.514,9.703,1.0325,1.0177,0.0000,5,0.000,0.053,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 2"
scaling,M,3,balanced,2,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,2687.935,1.49330,669.7,1417.584,1269.579,10.135,1.0287,1.0032,0.0000,5,0.000,0.053,6f3bc526f73ac844,12073136906654222322,0,46064,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 2"
scaling,M,4,balanced,2,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,2672.798,1.48489,673.5,1402.453,1269.562,10.576,1.0327,1.0170,0.0000,5,0.000,0.054,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 2"
scaling,M,5,balanced,2,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,2697.626,1.49868,667.3,1422.037,1274.725,10.289,1.0325,1.0138,0.0000,5,0.000,0.052,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 2"
scaling,M,1,balanced,4,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,1357.548,0.75419,1325.9,695.083,661.143,8.001,1.1656,1.0360,0.0000,5,0.000,0.057,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 4"
scaling,M,2,balanced,4,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,1331.022,0.73946,1352.3,678.524,651.136,6.993,1.1629,1.0390,0.0000,5,0.000,0.056,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 4"
scaling,M,3,balanced,4,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,1375.285,0.76405,1308.8,699.966,674.226,6.953,1.1724,1.0414,0.0000,5,0.000,0.058,6f3bc526f73ac844,12073136906654222322,0,46376,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 4"
scaling,M,4,balanced,4,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,1339.606,0.74423,1343.7,686.119,652.339,7.548,1.1614,1.0337,0.0000,5,0.000,0.058,6f3bc526f73ac844,12073136906654222322,0,46096,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 4"
scaling,M,5,balanced,4,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,1336.802,0.74267,1346.5,686.879,648.831,7.923,1.1668,1.0367,0.0000,5,0.000,0.055,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 4"
scaling,M,1,balanced,6,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,923.711,0.51317,1948.7,485.535,436.494,5.925,1.2881,1.2053,0.0000,5,0.000,0.061,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 6"
scaling,M,2,balanced,6,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,952.463,0.52915,1889.8,497.319,453.352,6.330,1.3134,1.2133,0.0000,5,0.000,0.059,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 6"
scaling,M,3,balanced,6,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,927.998,0.51555,1939.7,486.882,439.328,6.012,1.2980,1.2250,0.0000,5,0.000,0.058,6f3bc526f73ac844,12073136906654222322,0,46372,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 6"
scaling,M,4,balanced,6,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,915.717,0.50873,1965.7,480.470,433.314,5.385,1.2858,1.2179,0.0000,5,0.000,0.049,6f3bc526f73ac844,12073136906654222322,0,46296,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 6"
scaling,M,5,balanced,6,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,964.911,0.53606,1865.5,502.683,460.301,5.343,1.3247,1.2218,0.0000,5,0.000,0.058,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 6"
scaling,M,1,balanced,8,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,893.153,0.49620,2015.3,461.372,429.388,5.399,1.5308,1.1724,0.0000,5,0.000,0.053,6f3bc526f73ac844,12073136906654222322,0,46352,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 8"
scaling,M,2,balanced,8,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,1078.996,0.59944,1668.2,550.761,525.716,6.196,1.5933,1.1791,0.0000,5,0.000,0.060,6f3bc526f73ac844,12073136906654222322,0,46376,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 8"
scaling,M,3,balanced,8,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,1093.832,0.60768,1645.6,558.324,532.337,7.882,1.6042,1.1962,0.0000,5,0.000,0.072,6f3bc526f73ac844,12073136906654222322,0,46372,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 8"
scaling,M,4,balanced,8,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,1062.809,0.59045,1693.6,544.434,515.543,7.393,1.5964,1.2057,0.0000,5,0.000,0.056,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 8"
scaling,M,5,balanced,8,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,1057.350,0.58742,1702.4,532.309,522.453,6.752,1.5647,1.1913,0.0000,5,0.000,0.052,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 8"
scaling,M,1,balanced,10,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,930.619,0.51701,1934.2,477.985,448.913,6.659,1.5775,1.1809,0.0000,5,0.000,0.079,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 10"
scaling,M,2,balanced,10,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,911.993,0.50666,1973.7,469.655,439.309,6.828,1.5877,1.1818,0.0000,5,0.000,0.057,6f3bc526f73ac844,12073136906654222322,0,46388,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 10"
scaling,M,3,balanced,10,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,907.008,0.50389,1984.5,462.389,441.218,5.552,1.6302,1.1729,0.0000,5,0.000,0.057,6f3bc526f73ac844,12073136906654222322,0,46312,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 10"
scaling,M,4,balanced,10,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,885.655,0.49203,2032.4,453.536,428.883,5.996,1.6854,1.2074,0.0000,5,0.000,0.058,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 10"
scaling,M,5,balanced,10,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,859.405,0.47745,2094.5,438.699,417.701,6.200,1.6947,1.2164,0.0000,5,0.000,0.052,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 10"
scaling,M,1,balanced,12,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,749.438,0.41635,2401.8,389.163,356.680,5.274,1.6512,1.2099,0.0001,5,0.000,0.056,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 12"
scaling,M,2,balanced,12,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,765.224,0.42512,2352.3,396.645,365.114,5.331,1.6502,1.2064,0.0001,5,0.000,0.058,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 12"
scaling,M,3,balanced,12,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,755.641,0.41980,2382.1,390.653,361.205,6.069,1.6652,1.2672,0.0001,5,0.000,0.059,6f3bc526f73ac844,12073136906654222322,0,46352,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 12"
scaling,M,4,balanced,12,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,757.063,0.42059,2377.6,389.424,364.095,5.545,1.6814,1.2630,0.0001,5,0.000,0.059,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 12"
scaling,M,5,balanced,12,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,752.889,0.41827,2390.8,390.023,359.306,5.709,1.6563,1.2566,0.0001,5,0.000,0.065,6f3bc526f73ac844,12073136906654222322,0,46364,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 12"
scaling,M,1,balanced,14,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,648.987,0.36055,2773.6,330.885,313.704,4.764,1.5689,1.2439,0.0000,5,0.000,0.063,6f3bc526f73ac844,12073136906654222322,0,46384,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 14"
scaling,M,2,balanced,14,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,650.080,0.36116,2768.9,334.552,311.242,4.911,1.5754,1.2067,0.0000,5,0.000,0.060,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 14"
scaling,M,3,balanced,14,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,653.246,0.36291,2755.5,336.079,313.014,5.532,1.5547,1.2432,0.0000,5,0.000,0.062,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 14"
scaling,M,4,balanced,14,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,660.772,0.36710,2724.1,340.688,315.697,5.277,1.5653,1.2267,0.0000,5,0.000,0.057,6f3bc526f73ac844,12073136906654222322,0,46372,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 14"
scaling,M,5,balanced,14,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,656.897,0.36494,2740.2,337.657,315.375,5.763,1.6066,1.2540,0.0000,5,0.000,0.061,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 14"
scaling,M,1,balanced,16,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,574.928,0.31940,3130.8,294.054,276.103,4.776,1.5356,1.2634,0.0001,5,0.000,0.059,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 16"
scaling,M,2,balanced,16,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,580.434,0.32246,3101.1,295.520,279.931,5.870,1.5277,1.2386,0.0001,5,0.000,0.053,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 16"
scaling,M,3,balanced,16,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,572.993,0.31833,3141.4,293.132,274.674,4.723,1.5196,1.2207,0.0001,5,0.000,0.057,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 16"
scaling,M,4,balanced,16,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,581.844,0.32325,3093.6,297.179,279.009,5.061,1.5364,1.2746,0.0001,5,0.000,0.059,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 16"
scaling,M,5,balanced,16,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,577.824,0.32101,3115.1,294.540,277.902,4.751,1.5317,1.1945,0.0001,5,0.000,0.062,6f3bc526f73ac844,12073136906654222322,0,46320,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 16"
scaling,M,1,balanced,20,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,471.355,0.26186,3818.8,239.649,224.894,4.617,1.4540,1.2348,0.0000,5,0.000,0.057,6f3bc526f73ac844,12073136906654222322,0,46324,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 20"
scaling,M,2,balanced,20,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,479.714,0.26651,3752.2,245.913,227.826,5.201,1.4562,1.2131,0.0000,5,0.000,0.059,6f3bc526f73ac844,12073136906654222322,0,46360,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 20"
scaling,M,3,balanced,20,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,476.248,0.26458,3779.5,240.862,228.846,4.836,1.4616,1.2126,0.0000,5,0.000,0.054,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 20"
scaling,M,4,balanced,20,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,473.024,0.26279,3805.3,241.361,225.584,4.277,1.4471,1.1734,0.0000,5,0.000,0.060,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 20"
scaling,M,5,balanced,20,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,472.045,0.26225,3813.2,240.751,224.733,4.475,1.4622,1.2106,0.0000,5,0.000,0.056,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 20"
scaling,M,1,balanced,24,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,406.277,0.22571,4430.5,207.705,190.074,4.325,1.4317,1.2176,0.0001,5,0.000,0.058,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 24"
scaling,M,2,balanced,24,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,408.831,0.22713,4402.8,207.667,191.692,4.305,1.4157,1.1885,0.0001,5,0.000,0.057,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 24"
scaling,M,3,balanced,24,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,409.434,0.22746,4396.3,208.456,192.383,4.119,1.4319,1.2507,0.0001,5,0.000,0.057,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 24"
scaling,M,4,balanced,24,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,407.552,0.22642,4416.6,206.407,192.245,4.417,1.4254,1.1872,0.0001,5,0.000,0.060,6f3bc526f73ac844,12073136906654222322,0,46380,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 24"
scaling,M,5,balanced,24,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,404.362,0.22465,4451.5,209.141,186.963,4.147,1.4164,1.2254,0.0001,5,0.000,0.057,6f3bc526f73ac844,12073136906654222322,0,46380,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 24"
scaling,M,1,balanced,28,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,358.995,0.19944,5014.0,182.999,166.003,5.498,1.3978,1.1939,0.0000,5,0.000,0.058,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 28"
scaling,M,2,balanced,28,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,360.223,0.20012,4996.9,182.168,167.245,4.170,1.4116,1.2024,0.0000,5,0.000,0.057,6f3bc526f73ac844,12073136906654222322,0,46332,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 28"
scaling,M,3,balanced,28,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,361.402,0.20078,4980.6,187.256,163.591,4.407,1.4108,1.1783,0.0000,5,0.000,0.059,6f3bc526f73ac844,12073136906654222322,0,46096,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 28"
scaling,M,4,balanced,28,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,417.746,0.23208,4308.8,187.114,220.145,62.653,1.4048,1.2074,0.0000,5,0.000,0.078,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 28"
scaling,M,5,balanced,28,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,377.716,0.20984,4765.5,190.376,176.529,4.842,1.4592,1.1829,0.0000,5,0.000,0.060,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 28"
scaling,M,1,balanced,32,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,940.023,0.52223,1914.8,571.665,355.033,561.791,1.6113,1.1867,0.0001,5,0.000,0.057,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 32"
scaling,M,2,balanced,32,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,837.271,0.46515,2149.8,454.267,368.029,413.677,1.7901,1.2119,0.0001,5,0.000,0.059,6f3bc526f73ac844,12073136906654222322,0,46344,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 32"
scaling,M,3,balanced,32,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,791.558,0.43975,2274.0,510.285,267.406,418.376,1.6032,1.1733,0.0001,5,0.000,0.061,6f3bc526f73ac844,12073136906654222322,0,46328,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 32"
scaling,M,4,balanced,32,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,870.044,0.48336,2068.9,444.941,410.779,493.041,1.6314,1.1604,0.0001,5,0.000,0.068,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 32"
scaling,M,5,balanced,32,64,cars,1,128x128,32,1800,1661155,95151,1504989,61015,841.301,0.46739,2139.5,549.288,278.337,437.255,1.7224,1.1948,0.0001,5,0.000,0.061,6f3bc526f73ac844,12073136906654222322,0,46332,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend balanced --cost cars --threads 32"
scaling,M,1,rayon,1,64,-,0,128x128,32,1800,1661155,95151,1504989,61015,5249.164,2.91620,342.9,2750.670,2497.269,24.263,1.0000,1.0000,0.0000,0,0.000,0.057,6f3bc526f73ac844,12073136906654222322,0,46368,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend rayon --threads 1"
scaling,M,2,rayon,1,64,-,0,128x128,32,1800,1661155,95151,1504989,61015,5263.845,2.92436,342.0,2763.511,2499.060,23.438,1.0000,1.0000,0.0000,0,0.000,0.054,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend rayon --threads 1"
scaling,M,3,rayon,1,64,-,0,128x128,32,1800,1661155,95151,1504989,61015,5282.801,2.93489,340.7,2776.586,2504.820,23.993,1.0000,1.0000,0.0000,0,0.000,0.060,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend rayon --threads 1"
scaling,M,4,rayon,1,64,-,0,128x128,32,1800,1661155,95151,1504989,61015,5285.333,2.93630,340.6,2774.812,2509.241,23.278,1.0000,1.0000,0.0000,0,0.000,0.059,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend rayon --threads 1"
scaling,M,5,rayon,1,64,-,0,128x128,32,1800,1661155,95151,1504989,61015,5242.792,2.91266,343.3,2757.825,2483.653,23.396,1.0000,1.0000,0.0000,0,0.000,0.053,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend rayon --threads 1"
scaling,M,1,rayon,2,64,-,0,128x128,32,1800,1661155,95151,1504989,61015,2694.051,1.49669,668.1,1415.023,1277.759,61.551,1.0195,1.0091,0.0102,0,0.000,0.054,6f3bc526f73ac844,12073136906654222322,0,46280,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend rayon --threads 2"
scaling,M,2,rayon,2,64,-,0,128x128,32,1800,1661155,95151,1504989,61015,2740.320,1.52240,656.9,1439.492,1298.947,65.731,1.0203,1.0084,0.0081,0,0.000,0.053,6f3bc526f73ac844,12073136906654222322,0,46324,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend rayon --threads 2"
scaling,M,3,rayon,2,64,-,0,128x128,32,1800,1661155,95151,1504989,61015,2722.891,1.51272,661.1,1425.420,1296.154,67.215,1.0187,1.0021,0.0117,0,0.000,0.049,6f3bc526f73ac844,12073136906654222322,0,46344,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend rayon --threads 2"
scaling,M,4,rayon,2,64,-,0,128x128,32,1800,1661155,95151,1504989,61015,2740.312,1.52240,656.9,1439.746,1299.121,61.863,1.0233,1.0145,0.0082,0,0.000,0.057,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend rayon --threads 2"
scaling,M,5,rayon,2,64,-,0,128x128,32,1800,1661155,95151,1504989,61015,2902.524,1.61251,620.1,1528.470,1372.469,77.328,1.0221,1.0077,0.0140,0,0.000,0.072,6f3bc526f73ac844,12073136906654222322,0,46396,"data/citysim-bench run --city 128x128 --load-state data/M_rush_0730.state --duration 30m --backend rayon --threads 2"
